scores
74.86363636
38.76470588
38.76470588
90.22580645
90.22580645
90.22580645
90.22580645
90.22580645
38.76470588
90.22580645
74.86363636
74.86363636
90.22580645
74.86363636
38.76470588
64.71428571
74.86363636
74.86363636
74.86363636
90.22580645
38.76470588
74.86363636
64.71428571
74.86363636
38.76470588
90.22580645
38.76470588
90.22580645
74.86363636
74.86363636
90.22580645
90.22580645
90.22580645
74.86363636
38.76470588
38.76470588
38.76470588
38.76470588
90.22580645
90.22580645
38.76470588
38.76470588
74.86363636
74.86363636
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
74.86363636
38.76470588
74.86363636
90.22580645
74.86363636
74.86363636
90.22580645
90.22580645
38.76470588
90.22580645
90.22580645
90.22580645
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
74.86363636
38.76470588
74.86363636
90.22580645
90.22580645
90.22580645
74.86363636
90.22580645
74.86363636
90.22580645
90.22580645
90.22580645
74.86363636
90.22580645
90.22580645
90.22580645
74.86363636
90.22580645
90.22580645
38.76470588
90.22580645
90.22580645
74.86363636
90.22580645
90.22580645
90.22580645
90.22580645
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
90.22580645
90.22580645
74.86363636
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
38.76470588
